modification,parent,index,visited_children,walls,special_cells,leaf,sum_reward,count,layer
28,45,46,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (1, 2), (2, 3), (3, 4), (4, 1), (4, 2)]",True,0.4833333333333325,1,6
10,0,47,"[48, 112, 170, 260, 361, 451, 542, 693, 833, 943, 1141, 1146, 1336, 1341, 1346, 1357]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4)]",False,6.663333333333332,25,1
12,47,48,"[49, 1812]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (1, 1)]",False,1.3633333333333333,2,2
18,48,49,[50],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (1, 1), (2, 2)]",False,0.793333333333333,1,3
20,49,50,[51],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (1, 1), (2, 2), (2, 4)]",False,0.793333333333333,1,4
26,50,51,[52],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (1, 1), (2, 2), (2, 4), (4, 0)]",False,0.793333333333333,1,5
28,51,52,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (1, 1), (2, 2), (2, 4), (4, 0), (4, 2)]",True,0.793333333333333,1,6
18,0,53,"[54, 141, 194, 312, 387, 522, 682, 765]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2)]",False,3.573333333333334,17,1
21,53,54,"[55, 1203, 3163]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (3, 0)]",False,1.0200000000000014,3,2
25,54,55,[56],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (3, 0), (3, 4)]",False,0.3333333333333339,1,3
28,55,56,[57],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (3, 0), (3, 4), (4, 2)]",False,0.3333333333333339,1,4
29,56,57,[58],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (3, 0), (3, 4), (4, 2), (4, 3)]",False,0.3333333333333339,1,5
30,57,58,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (3, 0), (3, 4), (4, 2), (4, 3), (4, 4)]",True,0.3333333333333339,1,6
23,0,59,"[155, 289, 409]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 2)]",False,0,11,1
19,0,60,"[156, 290, 410, 614, 804, 1003, 1470]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3)]",False,0,11,1
24,0,61,"[157, 291]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 3)]",False,0,11,1
6,0,62,"[63, 123, 193, 318, 398, 543, 628, 633, 721, 787, 900, 1055, 1358, 1611, 1816, 2106, 2719, 2724, 2725, 2741]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,5.52,23,1
11,62,63,[64],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0)]",False,0.6400000000000006,1,2
12,63,64,[65],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 1)]",False,0.6400000000000006,1,3
14,64,65,[66],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 1), (1, 3)]",False,0.6400000000000006,1,4
15,65,66,[67],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 1), (1, 3), (1, 4)]",False,0.6400000000000006,1,5
23,66,67,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 1), (1, 3), (1, 4), (3, 2)]",True,0.6400000000000006,1,6
7,0,68,"[158, 292, 360, 467, 499, 623, 760, 879, 1042, 1452, 1722, 2023, 2438, 3181]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1)]",False,1.7166666666666668,15,1
20,0,69,"[159, 297, 412, 616, 806, 1005]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 4)]",False,0,11,1
17,0,70,"[71, 118, 181, 239, 334, 381, 456, 585, 662]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1)]",False,7.409999999999998,23,1
18,70,71,"[72, 843, 2236]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2)]",False,1.5166666666666675,3,2
21,71,72,[73],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (3, 0)]",False,0.6466666666666665,1,3
25,72,73,[74],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (3, 0), (3, 4)]",False,0.6466666666666665,1,4
28,73,74,[75],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (3, 0), (3, 4), (4, 2)]",False,0.6466666666666665,1,5
30,74,75,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (3, 0), (3, 4), (4, 2), (4, 4)]",True,0.6466666666666665,1,6
13,0,76,"[77, 124, 191, 299, 317, 399, 516, 649, 789, 794, 899, 1049, 1327]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2)]",False,6.02,25,1
15,76,77,"[78, 1524]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (1, 4)]",False,0.7166666666666668,2,2
18,77,78,[79],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (1, 4), (2, 2)]",False,0.5899999999999999,1,3
24,78,79,[80],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (1, 4), (2, 2), (3, 3)]",False,0.5899999999999999,1,4
26,79,80,[81],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (1, 4), (2, 2), (3, 3), (4, 0)]",False,0.5899999999999999,1,5
30,80,81,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (1, 4), (2, 2), (3, 3), (4, 0), (4, 4)]",True,0.5899999999999999,1,6
1,0,82,"[160, 226, 276, 310, 376, 413, 418, 477, 580, 651, 656, 736, 755, 854, 859, 910, 934, 965, 1057, 1062, 1067, 1072, 1077, 1082, 1087]","[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,26.959999999999997,60,1
0,0,83,"[84, 107, 171, 176, 186, 216, 261, 304, 349, 371, 393, 426, 446, 472, 517, 527, 559, 600, 605, 634, 644, 667, 672, 677, 711, 731]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,3648.793333333314,2418,1
6,83,84,"[85, 886, 1287, 1431, 1699, 1894, 2115, 2302, 2539, 2581, 2654, 2885, 3115, 3119, 3173, 3404, 3763]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,10.296666666666665,17,2
11,84,85,[86],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0)]",False,0.8766666666666669,1,3
13,85,86,[87],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 2)]",False,0.8766666666666669,1,4
18,86,87,[88],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 2), (2, 2)]",False,0.8766666666666669,1,5
30,87,88,[],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (1, 0), (1, 2), (2, 2), (4, 4)]",True,0.8766666666666669,1,6
14,0,89,"[90, 117, 192, 311, 424, 574, 579, 687, 821, 826, 869, 958]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3)]",False,5.353333333333332,24,1
15,89,90,"[91, 1129]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4)]",False,0.7966666666666651,2,2
17,90,91,[92],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 1)]",False,0.6999999999999993,1,3
26,91,92,[93],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 1), (4, 0)]",False,0.6999999999999993,1,4
27,92,93,[94],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 1), (4, 0), (4, 1)]",False,0.6999999999999993,1,5
29,93,94,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 1), (4, 0), (4, 1), (4, 3)]",True,0.6999999999999993,1,6
11,0,95,"[96, 146, 165, 232, 333, 401, 425, 548, 661, 788, 905, 1014, 1019, 1056, 1278]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0)]",False,6.866666666666667,27,1
17,95,96,"[97, 1799]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 1)]",False,0.8066666666666666,2,2
25,96,97,[98],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 1), (3, 4)]",False,0.3000000000000007,1,3
26,97,98,[99],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 1), (3, 4), (4, 0)]",False,0.3000000000000007,1,4
28,98,99,[100],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 1), (3, 4), (4, 0), (4, 2)]",False,0.3000000000000007,1,5
30,99,100,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 1), (3, 4), (4, 0), (4, 2), (4, 4)]",True,0.3000000000000007,1,6
9,0,101,"[102, 133, 231, 362, 489, 537, 595, 745, 838, 960, 1221, 1612, 1617, 1736, 1741, 1746, 1751]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3)]",False,5.616666666666667,23,1
12,101,102,"[103, 3186]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (1, 1)]",False,0.5400000000000009,2,2
15,102,103,[104],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (1, 1), (1, 4)]",False,0.4033333333333342,1,3
17,103,104,[105],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (1, 1), (1, 4), (2, 1)]",False,0.4033333333333342,1,4
27,104,105,[106],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (1, 1), (1, 4), (2, 1), (4, 1)]",False,0.4033333333333342,1,5
28,105,106,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (1, 1), (1, 4), (2, 1), (4, 1), (4, 2)]",True,0.4033333333333342,1,6
26,83,107,[108],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0)]",False,0.30000000000000426,6,2
27,107,108,[109],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0), (4, 1)]",False,0.30000000000000426,6,3
28,108,109,[110],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0), (4, 1), (4, 2)]",False,0.30000000000000426,6,4
29,109,110,[111],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0), (4, 1), (4, 2), (4, 3)]",False,0.30000000000000426,6,5
30,110,111,[],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4)]",True,0.30000000000000426,6,6
18,47,112,"[113, 1995]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (2, 2)]",False,1.0599999999999987,2,2
24,112,113,[114],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (2, 2), (3, 3)]",False,0.5299999999999994,1,3
25,113,114,[115],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (2, 2), (3, 3), (3, 4)]",False,0.5299999999999994,1,4
28,114,115,[116],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (2, 2), (3, 3), (3, 4), (4, 2)]",False,0.5299999999999994,1,5
29,115,116,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4), (2, 2), (3, 3), (3, 4), (4, 2), (4, 3)]",True,0.5299999999999994,1,6
26,89,117,[1622],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (4, 0)]",False,0,2,2
20,70,118,"[119, 1494]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4)]",False,0.5700000000000003,2,2
24,118,119,[120],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 3)]",False,0.4033333333333342,1,3
25,119,120,[121],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 3), (3, 4)]",False,0.4033333333333342,1,4
26,120,121,[122],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 3), (3, 4), (4, 0)]",False,0.4033333333333342,1,5
30,121,122,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 3), (3, 4), (4, 0), (4, 4)]",True,0.4033333333333342,1,6
9,62,123,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (0, 3)]",True,0,1,2
21,76,124,"[125, 1765]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0)]",False,0.32333333333333414,2,2
23,124,125,[126],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0), (3, 2)]",False,0.32333333333333414,1,3
24,125,126,[127],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0), (3, 2), (3, 3)]",False,0.32333333333333414,1,4
25,126,127,[128],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0), (3, 2), (3, 3), (3, 4)]",False,0.32333333333333414,1,5
27,127,128,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0), (3, 2), (3, 3), (3, 4), (4, 1)]",True,0.32333333333333414,1,6
24,2,129,[2734],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 6)]","[(3, 3)]",False,0,2,2
25,14,130,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(3, 4)]",True,0,1,2
25,41,131,[2264],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (3, 4)]",False,0,2,2
23,8,132,[2864],"[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]","[(3, 2)]",False,0,2,2
21,101,133,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3), (3, 0)]",True,0,1,2
24,22,134,[3010],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(3, 3)]",False,0,2,2
15,28,135,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 2), (1, 4)]",True,0,1,2
18,34,136,"[137, 2712]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0), (2, 2)]",False,0.37333333333333485,2,2
19,136,137,[138],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0), (2, 2), (2, 3)]",False,0.18666666666666742,1,3
20,137,138,[139],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0), (2, 2), (2, 3), (2, 4)]",False,0.18666666666666742,1,4
22,138,139,[140],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0), (2, 2), (2, 3), (2, 4), (3, 1)]",False,0.18666666666666742,1,5
29,139,140,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0), (2, 2), (2, 3), (2, 4), (3, 1), (4, 3)]",True,0.18666666666666742,1,6
20,53,141,"[142, 920]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4)]",False,0.7666666666666657,2,2
21,141,142,[143],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 0)]",False,0.39333333333333265,1,3
22,142,143,[144],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 0), (3, 1)]",False,0.39333333333333265,1,4
28,143,144,[145],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 0), (3, 1), (4, 2)]",False,0.39333333333333265,1,5
29,144,145,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 0), (3, 1), (4, 2), (4, 3)]",True,0.39333333333333265,1,6
14,95,146,"[147, 1623]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (1, 3)]",False,1.0199999999999996,2,2
17,146,147,[148],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (1, 3), (2, 1)]",False,1.0199999999999996,1,3
21,147,148,[149],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (1, 3), (2, 1), (3, 0)]",False,1.0199999999999996,1,4
29,148,149,[150],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (1, 3), (2, 1), (3, 0), (4, 3)]",False,1.0199999999999996,1,5
30,149,150,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (1, 3), (2, 1), (3, 0), (4, 3), (4, 4)]",True,1.0199999999999996,1,6
24,1,151,[1000],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0), (3, 3)]",False,0,2,2
24,20,152,"[801, 2273]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 1), (3, 3)]",False,0,3,2
