vector,average
"[(1, 1, 2), (1, 2, 1)]",9.523333333333333
"[(0, 1, 4), (0, 2, 4)]",8.896666666666667
"[(1, 0, 3), (1, 1, 0)]",8.343333333333334
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(0, 1, 4), (0, 5, 2)]",9.016666666666667
"[(0, 4, 6), (1, 2, 4)]",8.123333333333333
"[(0, 5, 2), (1, 0, 1)]",8.06
"[(0, 5, 6), (1, 0, 3)]",8.256666666666666
"[(0, 2, 4), (0, 4, 2)]",8.543333333333333
"[(0, 4, 6), (1, 2, 4)]",8.123333333333333
"[(1, 0, 3), (1, 2, 0)]",8.136666666666667
"[(0, 1, 4), (1, 2, 1)]",9.61
"[(1, 2, 1), (1, 3, 0)]",9.116666666666667
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(1, 1, 2), (1, 2, 0)]",8.543333333333333
"[(0, 4, 2), (1, 2, 3)]",8.686666666666667
"[(1, 1, 2), (1, 2, 4)]",8.656666666666666
"[(0, 2, 4), (1, 2, 3)]",8.893333333333333
"[(1, 1, 4), (1, 2, 4)]",8.25
"[(1, 0, 1), (1, 2, 1)]",8.91
"[(0, 1, 4), (1, 2, 1)]",9.61
"[(0, 4, 6), (1, 2, 3)]",8.42
"[(0, 4, 2), (1, 0, 1)]",8.02
"[(1, 0, 1), (1, 3, 3)]",8.29
"[(1, 0, 1), (1, 2, 3)]",8.35
"[(0, 4, 6), (1, 1, 2)]",8.623333333333333
"[(0, 5, 6), (1, 2, 3)]",8.46
"[(1, 1, 2), (1, 3, 0)]",8.75
"[(1, 2, 2), (1, 3, 3)]",9.21
"[(1, 0, 1), (1, 2, 2)]",8.87
"[(1, 1, 2), (1, 3, 0)]",8.75
"[(0, 5, 2), (1, 2, 0)]",8.05
"[(1, 1, 2), (1, 3, 0)]",8.75
"[(1, 1, 0), (1, 2, 4)]",8.25
"[(1, 1, 1), (1, 1, 2)]",9.166666666666666
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(0, 2, 4), (1, 1, 0)]",8.566666666666666
"[(0, 5, 6), (1, 1, 3)]",8.726666666666667
"[(1, 0, 1), (1, 2, 2)]",8.87
"[(1, 2, 1), (1, 3, 3)]",9.26
"[(1, 1, 0), (1, 2, 3)]",8.546666666666667
"[(0, 4, 6), (1, 2, 3)]",8.42
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(0, 4, 2), (1, 2, 4)]",8.123333333333333
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(1, 1, 1), (1, 2, 1)]",9.043333333333333
"[(1, 1, 0), (1, 2, 3)]",8.546666666666667
"[(1, 0, 3), (1, 1, 1)]",8.76
"[(0, 4, 6), (0, 5, 2)]",8.563333333333333
"[(1, 3, 0), (1, 3, 3)]",8.486666666666666
"[(0, 2, 4), (0, 5, 2)]",8.583333333333334
"[(1, 1, 1), (1, 1, 4)]",8.863333333333333
"[(0, 4, 2), (1, 0, 3)]",8.216666666666667
"[(1, 0, 1), (1, 2, 3)]",8.35
"[(1, 1, 4), (1, 2, 4)]",8.25
"[(0, 5, 2), (1, 0, 1)]",8.06
"[(1, 2, 3), (1, 3, 3)]",8.586666666666666
"[(0, 2, 4), (1, 2, 0)]",8.576666666666666
"[(0, 1, 4), (1, 2, 0)]",9.01
"[(0, 4, 2), (0, 4, 6)]",8.543333333333333
"[(1, 0, 1), (1, 3, 0)]",8.146666666666667
"[(0, 2, 4), (1, 0, 3)]",8.67
"[(1, 1, 2), (1, 2, 2)]",9.013333333333334
"[(0, 4, 6), (1, 2, 0)]",8.226666666666667
"[(1, 2, 0), (1, 3, 3)]",8.28
"[(1, 1, 3), (1, 3, 0)]",8.813333333333333
"[(0, 4, 2), (1, 1, 3)]",8.686666666666667
"[(1, 0, 1), (1, 1, 2)]",8.553333333333333
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(1, 1, 3), (1, 2, 4)]",8.72
"[(0, 2, 4), (1, 2, 3)]",8.893333333333333
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(0, 1, 4), (1, 1, 2)]",9.55
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(1, 1, 0), (1, 1, 1)]",8.553333333333333
"[(0, 2, 4), (1, 1, 1)]",9.373333333333333
"[(0, 2, 4), (1, 2, 0)]",8.576666666666666
"[(1, 1, 1), (1, 1, 2)]",9.166666666666666
"[(1, 1, 4), (1, 3, 3)]",8.59
"[(1, 1, 0), (1, 2, 0)]",8.136666666666667
"[(0, 5, 6), (1, 2, 1)]",9.276666666666667
"[(1, 1, 2), (1, 2, 4)]",8.656666666666666
"[(1, 2, 0), (1, 2, 2)]",8.86
"[(0, 2, 4), (1, 1, 0)]",8.566666666666666
"[(0, 1, 4), (1, 2, 4)]",9.04
"[(1, 1, 1), (1, 2, 3)]",8.963333333333333
"[(1, 2, 4), (1, 3, 0)]",8.25
"[(1, 2, 3), (1, 3, 0)]",8.546666666666667
"[(1, 0, 3), (1, 1, 1)]",8.76
"[(0, 5, 2), (1, 1, 0)]",8.256666666666666
"[(0, 4, 2), (1, 2, 1)]",8.95
"[(0, 1, 4), (1, 2, 0)]",9.01
"[(1, 2, 4), (1, 3, 3)]",8.393333333333333
"[(1, 1, 1), (1, 2, 3)]",8.963333333333333
"[(1, 1, 1), (1, 2, 4)]",8.666666666666666
"[(1, 2, 3), (1, 3, 3)]",8.586666666666666
"[(1, 1, 3), (1, 2, 3)]",8.606666666666667
"[(1, 1, 3), (1, 3, 0)]",8.813333333333333
"[(1, 1, 0), (1, 1, 1)]",8.553333333333333
"[(0, 1, 4), (1, 2, 3)]",9.326666666666666
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(1, 1, 1), (1, 1, 4)]",8.863333333333333
"[(0, 2, 4), (1, 1, 2)]",9.373333333333333
"[(0, 4, 2), (1, 2, 0)]",8.01
"[(0, 4, 2), (1, 1, 3)]",8.686666666666667
"[(1, 0, 1), (1, 2, 3)]",8.35
"[(0, 4, 6), (1, 1, 2)]",8.623333333333333
"[(0, 4, 6), (1, 2, 2)]",8.9
"[(0, 1, 4), (1, 3, 3)]",9.246666666666666
"[(1, 0, 3), (1, 1, 3)]",8.606666666666667
"[(0, 1, 4), (1, 3, 0)]",9.103333333333333
"[(1, 1, 0), (1, 2, 1)]",9.116666666666667
"[(1, 1, 1), (1, 2, 1)]",9.043333333333333
"[(0, 4, 6), (1, 2, 0)]",8.226666666666667
"[(0, 5, 2), (0, 5, 6)]",9.016666666666667
"[(0, 4, 6), (1, 2, 0)]",8.226666666666667
"[(1, 2, 2), (1, 3, 3)]",9.21
"[(1, 0, 1), (1, 3, 3)]",8.29
"[(0, 2, 4), (1, 2, 3)]",8.893333333333333
"[(0, 4, 2), (1, 0, 1)]",8.02
"[(0, 4, 2), (0, 5, 6)]",8.543333333333333
"[(0, 1, 4), (1, 3, 3)]",9.246666666666666
"[(1, 1, 3), (1, 2, 4)]",8.72
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(0, 1, 4), (1, 3, 0)]",9.103333333333333
"[(1, 1, 0), (1, 1, 4)]",8.446666666666667
"[(1, 2, 1), (1, 2, 4)]",9.023333333333333
"[(0, 5, 2), (1, 1, 0)]",8.256666666666666
"[(1, 0, 3), (1, 3, 3)]",8.486666666666666
"[(0, 4, 6), (0, 5, 2)]",8.563333333333333
"[(0, 1, 4), (1, 1, 0)]",9.123333333333333
"[(0, 4, 6), (1, 0, 3)]",8.216666666666667
"[(0, 5, 6), (1, 3, 3)]",8.42
"[(1, 0, 3), (1, 1, 1)]",8.76
"[(1, 1, 0), (1, 2, 1)]",9.116666666666667
"[(1, 2, 0), (1, 2, 4)]",8.043333333333333
"[(0, 5, 2), (0, 5, 6)]",9.016666666666667
"[(0, 5, 2), (1, 0, 3)]",8.256666666666666
"[(0, 4, 2), (1, 0, 1)]",8.02
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(0, 2, 4), (1, 1, 4)]",8.67
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(0, 5, 2), (1, 0, 1)]",8.06
"[(0, 5, 6), (1, 0, 3)]",8.256666666666666
"[(1, 1, 2), (1, 2, 3)]",8.656666666666666
"[(0, 2, 4), (1, 2, 4)]",8.606666666666667
"[(1, 2, 0), (1, 3, 0)]",8.136666666666667
"[(1, 0, 3), (1, 1, 2)]",8.75
"[(1, 1, 0), (1, 1, 1)]",8.553333333333333
"[(0, 4, 6), (1, 3, 3)]",8.4
"[(1, 0, 3), (1, 2, 0)]",8.136666666666667
"[(1, 0, 1), (1, 2, 4)]",8.053333333333333
"[(0, 1, 4), (1, 2, 1)]",9.61
"[(1, 1, 3), (1, 1, 4)]",8.71
"[(0, 4, 6), (1, 2, 1)]",9.236666666666666
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(0, 2, 4), (1, 2, 1)]",9.176666666666666
"[(0, 1, 4), (1, 1, 3)]",9.49
"[(0, 5, 6), (1, 2, 1)]",9.276666666666667
"[(0, 4, 2), (1, 3, 0)]",8.216666666666667
"[(0, 5, 2), (1, 2, 1)]",8.99
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(1, 1, 3), (1, 1, 4)]",8.71
"[(0, 1, 4), (1, 0, 3)]",9.0
"[(1, 2, 0), (1, 3, 0)]",8.136666666666667
"[(1, 2, 2), (1, 3, 0)]",9.066666666666666
"[(1, 1, 1), (1, 2, 3)]",8.963333333333333
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(1, 1, 2), (1, 2, 3)]",8.656666666666666
"[(0, 4, 2), (1, 2, 0)]",8.01
"[(0, 2, 4), (1, 1, 1)]",9.373333333333333
"[(1, 2, 1), (1, 3, 0)]",9.116666666666667
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(1, 1, 0), (1, 1, 2)]",8.75
"[(1, 2, 0), (1, 2, 1)]",8.91
"[(0, 5, 2), (1, 2, 3)]",8.726666666666667
"[(1, 0, 1), (1, 2, 1)]",8.91
"[(1, 0, 1), (1, 1, 0)]",8.146666666666667
"[(1, 1, 0), (1, 1, 3)]",8.813333333333333
"[(0, 4, 6), (0, 5, 6)]",8.05
"[(1, 0, 1), (1, 3, 0)]",8.146666666666667
"[(0, 5, 6), (1, 1, 1)]",8.673333333333334
"[(1, 0, 3), (1, 1, 0)]",8.343333333333334
"[(1, 1, 1), (1, 2, 3)]",8.963333333333333
"[(0, 1, 4), (0, 2, 4)]",8.896666666666667
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(0, 2, 4), (0, 4, 2)]",8.543333333333333
"[(0, 5, 2), (1, 3, 3)]",8.4
"[(0, 5, 6), (1, 2, 0)]",8.266666666666667
"[(1, 0, 1), (1, 2, 3)]",8.35
"[(1, 1, 0), (1, 1, 2)]",8.75
"[(1, 2, 0), (1, 2, 2)]",8.86
"[(1, 1, 1), (1, 2, 2)]",9.483333333333333
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(0, 2, 4), (1, 1, 2)]",9.373333333333333
"[(0, 5, 6), (1, 2, 3)]",8.46
"[(1, 0, 1), (1, 3, 0)]",8.146666666666667
"[(1, 1, 1), (1, 3, 3)]",8.903333333333334
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(0, 4, 2), (1, 3, 0)]",8.216666666666667
"[(0, 4, 2), (1, 2, 4)]",8.123333333333333
"[(1, 1, 0), (1, 2, 0)]",8.136666666666667
"[(0, 2, 4), (0, 5, 6)]",8.583333333333334
"[(0, 4, 2), (0, 4, 6)]",8.543333333333333
"[(0, 2, 4), (1, 0, 3)]",8.67
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(1, 2, 1), (1, 2, 3)]",9.053333333333333
"[(0, 4, 2), (1, 1, 0)]",8.216666666666667
"[(0, 5, 6), (1, 2, 0)]",8.266666666666667
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(1, 0, 1), (1, 2, 3)]",8.35
"[(1, 1, 4), (1, 2, 3)]",8.65
"[(1, 1, 0), (1, 2, 3)]",8.546666666666667
"[(1, 2, 0), (1, 2, 2)]",8.86
"[(0, 5, 6), (1, 2, 1)]",9.276666666666667
"[(0, 1, 4), (1, 0, 1)]",9.123333333333333
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(0, 5, 6), (1, 3, 0)]",8.256666666666666
"[(1, 0, 1), (1, 1, 2)]",8.553333333333333
"[(1, 1, 3), (1, 3, 3)]",8.853333333333333
"[(0, 1, 4), (1, 2, 1)]",9.61
"[(0, 4, 6), (1, 3, 3)]",8.4
"[(1, 0, 3), (1, 2, 1)]",9.116666666666667
"[(0, 2, 4), (1, 2, 3)]",8.893333333333333
"[(1, 0, 3), (1, 2, 1)]",9.116666666666667
"[(1, 1, 1), (1, 3, 3)]",8.903333333333334
"[(1, 1, 4), (1, 2, 3)]",8.65
"[(0, 1, 4), (1, 3, 3)]",9.246666666666666
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(1, 1, 0), (1, 1, 1)]",8.553333333333333
"[(0, 5, 6), (1, 2, 2)]",8.94
"[(1, 1, 3), (1, 2, 1)]",9.586666666666666
"[(1, 0, 1), (1, 2, 4)]",8.053333333333333
"[(0, 2, 4), (0, 4, 2)]",8.543333333333333
"[(1, 2, 2), (1, 3, 0)]",9.066666666666666
"[(0, 4, 6), (1, 1, 3)]",8.686666666666667
"[(1, 1, 0), (1, 1, 2)]",8.75
"[(0, 2, 4), (1, 2, 3)]",8.893333333333333
"[(0, 2, 4), (1, 1, 0)]",8.566666666666666
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(1, 0, 1), (1, 1, 3)]",8.616666666666667
"[(0, 4, 2), (1, 1, 4)]",8.32
"[(1, 0, 1), (1, 1, 0)]",8.146666666666667
"[(0, 4, 6), (1, 0, 3)]",8.216666666666667
"[(0, 5, 6), (1, 1, 3)]",8.726666666666667
"[(0, 1, 4), (1, 2, 4)]",9.04
"[(0, 5, 2), (1, 2, 2)]",9.276666666666667
"[(1, 1, 4), (1, 2, 3)]",8.65
"[(0, 4, 6), (1, 1, 4)]",8.32
"[(0, 2, 4), (1, 1, 4)]",8.67
"[(1, 0, 1), (1, 2, 4)]",8.053333333333333
"[(1, 0, 3), (1, 2, 0)]",8.136666666666667
"[(0, 1, 4), (1, 2, 1)]",9.61
"[(0, 5, 2), (1, 2, 2)]",9.276666666666667
"[(0, 2, 4), (0, 4, 6)]",8.543333333333333
"[(1, 1, 4), (1, 2, 4)]",8.25
"[(1, 1, 4), (1, 2, 0)]",8.24
"[(1, 0, 3), (1, 1, 1)]",8.76
"[(1, 2, 1), (1, 2, 4)]",9.023333333333333
"[(0, 5, 2), (1, 3, 0)]",8.256666666666666
"[(0, 5, 2), (1, 2, 2)]",9.276666666666667
"[(0, 4, 2), (1, 1, 1)]",8.633333333333333
"[(1, 1, 1), (1, 3, 3)]",8.903333333333334
"[(1, 0, 3), (1, 2, 2)]",9.066666666666666
"[(0, 5, 2), (1, 2, 3)]",8.726666666666667
"[(1, 0, 3), (1, 1, 0)]",8.343333333333334
"[(0, 1, 4), (1, 1, 4)]",9.143333333333333
"[(0, 1, 4), (1, 0, 3)]",9.0
"[(0, 4, 6), (1, 2, 4)]",8.123333333333333
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(1, 1, 2), (1, 2, 0)]",8.543333333333333
"[(1, 1, 3), (1, 3, 3)]",8.853333333333333
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(1, 2, 1), (1, 2, 2)]",9.256666666666666
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(0, 4, 2), (1, 1, 2)]",8.623333333333333
"[(1, 1, 1), (1, 2, 1)]",9.043333333333333
"[(1, 1, 2), (1, 2, 2)]",9.013333333333334
"[(1, 1, 3), (1, 2, 3)]",8.606666666666667
"[(0, 2, 4), (1, 1, 2)]",9.373333333333333
"[(0, 4, 2), (1, 2, 0)]",8.01
"[(1, 0, 1), (1, 2, 1)]",8.91
"[(1, 1, 2), (1, 3, 0)]",8.75
"[(0, 1, 4), (0, 5, 6)]",9.016666666666667
"[(1, 1, 1), (1, 2, 3)]",8.963333333333333
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(1, 1, 1), (1, 2, 2)]",9.483333333333333
"[(1, 1, 1), (1, 1, 2)]",9.166666666666666
"[(0, 5, 2), (1, 1, 1)]",8.673333333333334
"[(1, 1, 4), (1, 3, 3)]",8.59
"[(0, 4, 2), (0, 4, 6)]",8.543333333333333
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(1, 2, 1), (1, 2, 4)]",9.023333333333333
"[(0, 1, 4), (1, 1, 3)]",9.49
"[(0, 5, 2), (1, 2, 0)]",8.05
"[(1, 2, 0), (1, 2, 4)]",8.043333333333333
"[(1, 1, 4), (1, 3, 3)]",8.59
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(1, 2, 0), (1, 2, 2)]",8.86
"[(0, 4, 2), (1, 2, 3)]",8.686666666666667
"[(0, 5, 6), (1, 1, 3)]",8.726666666666667
"[(1, 0, 3), (1, 2, 4)]",8.25
"[(1, 1, 1), (1, 1, 4)]",8.863333333333333
"[(1, 0, 1), (1, 2, 1)]",8.91
"[(0, 4, 6), (1, 1, 0)]",8.216666666666667
"[(1, 1, 1), (1, 3, 3)]",8.903333333333334
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(1, 1, 3), (1, 2, 3)]",8.606666666666667
"[(0, 5, 2), (1, 0, 3)]",8.256666666666666
"[(0, 2, 4), (1, 2, 2)]",9.126666666666667
"[(1, 1, 2), (1, 2, 2)]",9.013333333333334
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(0, 5, 2), (1, 1, 1)]",8.673333333333334
"[(0, 5, 6), (1, 3, 3)]",8.42
"[(0, 5, 2), (1, 1, 3)]",8.726666666666667
"[(1, 2, 3), (1, 3, 0)]",8.546666666666667
"[(0, 5, 6), (1, 2, 2)]",8.94
"[(1, 2, 2), (1, 2, 4)]",8.973333333333333
"[(1, 1, 1), (1, 2, 1)]",9.043333333333333
"[(0, 2, 4), (0, 5, 2)]",8.583333333333334
"[(1, 2, 1), (1, 2, 2)]",9.256666666666666
"[(0, 1, 4), (1, 0, 3)]",9.0
"[(0, 4, 2), (1, 0, 1)]",8.02
"[(1, 2, 0), (1, 2, 4)]",8.043333333333333
"[(0, 4, 6), (1, 2, 0)]",8.226666666666667
"[(0, 1, 4), (0, 5, 2)]",9.016666666666667
"[(0, 2, 4), (1, 2, 4)]",8.606666666666667
"[(0, 4, 6), (1, 1, 4)]",8.32
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(1, 0, 3), (1, 2, 1)]",9.116666666666667
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(0, 5, 2), (1, 1, 2)]",8.663333333333334
"[(1, 1, 2), (1, 3, 3)]",8.893333333333333
